,transit_timestamp,station_complex_id,station_complex,borough,routes,payment_method,ridership,transfers,latitude,longitude,georeference
26,2023-01-06T21:00:00.000,H007,1 Av (L),M,L,all,887.0,17.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
27,2023-01-24T21:00:00.000,H007,1 Av (L),M,L,all,644.0,9.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
28,2023-01-17T21:00:00.000,R170,103 St (1),M,1,all,177.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
29,2023-01-16T16:00:00.000,H007,1 Av (L),M,L,all,1080.0,14.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
30,2023-01-01T20:00:00.000,R170,103 St (1),M,1,all,235.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
31,2023-01-13T22:00:00.000,H007,1 Av (L),M,L,all,942.0,10.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
32,2023-01-24T14:00:00.000,H007,1 Av (L),M,L,all,868.0,12.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
33,2023-01-18T14:00:00.000,R170,103 St (1),M,1,all,503.0,8.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
34,2023-01-28T19:00:00.000,R170,103 St (1),M,1,all,440.0,10.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
35,2023-01-01T17:00:00.000,H007,1 Av (L),M,L,all,571.0,12.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
36,2023-01-03T09:00:00.000,H007,1 Av (L),M,L,all,849.0,19.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
37,2023-01-02T16:00:00.000,R170,103 St (1),M,1,all,407.0,14.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
38,2023-01-13T05:00:00.000,H007,1 Av (L),M,L,all,54.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
39,2023-01-23T18:00:00.000,R170,103 St (1),M,1,all,491.0,5.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
40,2023-01-30T09:00:00.000,H007,1 Av (L),M,L,all,792.0,15.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
41,2023-01-01T01:00:00.000,R252,103 St (6),M,6,all,42.0,0.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
42,2023-01-19T21:00:00.000,H007,1 Av (L),M,L,all,665.0,10.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
43,2023-01-30T02:00:00.000,H007,1 Av (L),M,L,all,23.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
44,2023-01-23T06:00:00.000,H007,1 Av (L),M,L,all,273.0,5.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
45,2023-01-25T05:00:00.000,R170,103 St (1),M,1,all,68.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
46,2023-01-05T08:00:00.000,H007,1 Av (L),M,L,all,1714.0,28.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
