,transit_timestamp,station_complex_id,station_complex,borough,routes,payment_method,ridership,transfers,latitude,longitude,georeference
47,2023-01-10T11:00:00.000,H007,1 Av (L),M,L,all,630.0,23.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
48,2023-01-01T05:00:00.000,R170,103 St (1),M,1,all,20.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
49,2023-01-02T08:00:00.000,H007,1 Av (L),M,L,all,236.0,6.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
50,2023-01-28T04:00:00.000,R170,103 St (1),M,1,all,16.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
51,2023-01-03T07:00:00.000,R170,103 St (1),M,1,all,613.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
52,2023-01-19T23:00:00.000,H007,1 Av (L),M,L,all,371.0,2.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
53,2023-01-21T08:00:00.000,H007,1 Av (L),M,L,all,1.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
54,2023-01-29T20:00:00.000,R170,103 St (1),M,1,all,184.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
55,2023-01-08T11:00:00.000,R170,103 St (1),M,1,all,354.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
56,2023-01-07T12:00:00.000,H007,1 Av (L),M,L,all,977.0,16.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
57,2023-01-03T23:00:00.000,H007,1 Av (L),M,L,all,279.0,1.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
58,2023-01-20T16:00:00.000,H007,1 Av (L),M,L,all,1494.0,30.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
59,2023-01-11T14:00:00.000,R170,103 St (1),M,1,all,492.0,7.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
60,2023-01-09T04:00:00.000,R170,103 St (1),M,1,all,20.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
61,2023-01-05T11:00:00.000,R170,103 St (1),M,1,all,403.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
62,2023-01-02T04:00:00.000,R252,103 St (6),M,6,all,15.0,0.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
63,2023-01-05T13:00:00.000,H007,1 Av (L),M,L,all,710.0,17.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
64,2023-01-26T03:00:00.000,R170,103 St (1),M,1,all,4.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
65,2023-01-20T06:00:00.000,R170,103 St (1),M,1,all,170.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
66,2023-01-15T13:00:00.000,R170,103 St (1),M,1,all,501.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
67,2023-01-05T23:00:00.000,R170,103 St (1),M,1,all,89.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
68,2023-01-21T06:00:00.000,R170,103 St (1),M,1,all,48.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
69,2023-01-31T07:00:00.000,R170,103 St (1),M,1,all,743.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
70,2023-01-19T08:00:00.000,H007,1 Av (L),M,L,all,2139.0,34.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
71,2023-01-01T22:00:00.000,R252,103 St (6),M,6,all,68.0,3.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
72,2023-01-16T23:00:00.000,R170,103 St (1),M,1,all,80.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
73,2023-01-31T21:00:00.000,H007,1 Av (L),M,L,all,620.0,12.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
74,2023-01-22T07:00:00.000,H007,1 Av (L),M,L,all,1.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
75,2023-01-22T14:00:00.000,R170,103 St (1),M,1,all,506.0,9.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
76,2023-01-07T01:00:00.000,H007,1 Av (L),M,L,all,223.0,3.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
77,2023-01-07T16:00:00.000,R252,103 St (6),M,6,all,357.0,1.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
78,2023-01-24T16:00:00.000,R170,103 St (1),M,1,all,665.0,8.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
79,2023-01-15T13:00:00.000,H007,1 Av (L),M,L,all,1.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
80,2023-01-21T15:00:00.000,R170,103 St (1),M,1,all,461.0,9.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
81,2023-01-21T05:00:00.000,H007,1 Av (L),M,L,all,1.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
82,2023-01-16T18:00:00.000,R170,103 St (1),M,1,all,364.0,5.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
83,2023-01-13T10:00:00.000,H007,1 Av (L),M,L,all,531.0,24.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
84,2023-01-21T21:00:00.000,R170,103 St (1),M,1,all,205.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
85,2023-01-09T04:00:00.000,H007,1 Av (L),M,L,all,23.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
86,2023-01-20T17:00:00.000,R170,103 St (1),M,1,all,699.0,8.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
87,2023-01-02T09:00:00.000,R170,103 St (1),M,1,all,256.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
88,2023-01-26T22:00:00.000,H007,1 Av (L),M,L,all,715.0,6.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
89,2023-01-10T15:00:00.000,R170,103 St (1),M,1,all,592.0,7.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
90,2023-01-02T09:00:00.000,R252,103 St (6),M,6,all,207.0,1.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
91,2023-01-05T08:00:00.000,R170,103 St (1),M,1,all,897.0,8.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
92,2023-01-04T00:00:00.000,H007,1 Av (L),M,L,all,111.0,1.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
93,2023-01-15T10:00:00.000,R170,103 St (1),M,1,all,393.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
94,2023-01-17T20:00:00.000,H007,1 Av (L),M,L,all,701.0,7.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
95,2023-01-16T08:00:00.000,R170,103 St (1),M,1,all,318.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
96,2023-01-12T18:00:00.000,R170,103 St (1),M,1,all,573.0,4.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
97,2023-01-04T00:00:00.000,R170,103 St (1),M,1,all,28.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
98,2023-01-02T19:00:00.000,R252,103 St (6),M,6,all,170.0,2.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
99,2023-01-01T03:00:00.000,R252,103 St (6),M,6,all,20.0,1.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
100,2023-01-30T23:00:00.000,R170,103 St (1),M,1,all,67.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
101,2023-01-15T19:00:00.000,H007,1 Av (L),M,L,all,5.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
102,2023-01-19T01:00:00.000,R170,103 St (1),M,1,all,8.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
103,2023-01-04T14:00:00.000,R252,103 St (6),M,6,all,561.0,1.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
104,2023-01-24T12:00:00.000,R170,103 St (1),M,1,all,411.0,5.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
105,2023-01-18T15:00:00.000,R170,103 St (1),M,1,all,604.0,6.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
106,2023-01-09T17:00:00.000,H007,1 Av (L),M,L,all,1477.0,27.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
107,2023-01-05T03:00:00.000,R252,103 St (6),M,6,all,16.0,0.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
108,2023-01-06T08:00:00.000,H007,1 Av (L),M,L,all,1088.0,20.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
109,2023-01-16T13:00:00.000,H007,1 Av (L),M,L,all,989.0,7.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
110,2023-01-12T03:00:00.000,R170,103 St (1),M,1,all,8.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
111,2023-01-26T10:00:00.000,H007,1 Av (L),M,L,all,765.0,18.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
112,2023-01-29T22:00:00.000,H007,1 Av (L),M,L,all,414.0,5.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
113,2023-01-14T20:00:00.000,R170,103 St (1),M,1,all,352.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
114,2023-01-10T06:00:00.000,R170,103 St (1),M,1,all,196.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
115,2023-01-08T09:00:00.000,H007,1 Av (L),M,L,all,363.0,4.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
116,2023-01-20T12:00:00.000,H007,1 Av (L),M,L,all,734.0,15.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
117,2023-01-16T13:00:00.000,R170,103 St (1),M,1,all,486.0,6.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
118,2023-01-30T13:00:00.000,R170,103 St (1),M,1,all,438.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
119,2023-01-27T03:00:00.000,H007,1 Av (L),M,L,all,18.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
120,2023-01-18T02:00:00.000,R170,103 St (1),M,1,all,5.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
121,2023-01-26T17:00:00.000,R170,103 St (1),M,1,all,709.0,6.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
122,2023-01-29T09:00:00.000,H007,1 Av (L),M,L,all,350.0,8.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
123,2023-01-01T16:00:00.000,R252,103 St (6),M,6,all,237.0,1.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
124,2023-01-04T12:00:00.000,H007,1 Av (L),M,L,all,541.0,13.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
125,2023-01-17T07:00:00.000,H007,1 Av (L),M,L,all,1067.0,17.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
126,2023-01-31T06:00:00.000,H007,1 Av (L),M,L,all,332.0,7.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
127,2023-01-23T21:00:00.000,H007,1 Av (L),M,L,all,450.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
128,2023-01-25T02:00:00.000,H007,1 Av (L),M,L,all,37.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
129,2023-01-14T15:00:00.000,H007,1 Av (L),M,L,all,21.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
130,2023-01-26T10:00:00.000,R170,103 St (1),M,1,all,471.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
131,2023-01-16T20:00:00.000,H007,1 Av (L),M,L,all,563.0,12.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
132,2023-01-13T12:00:00.000,R170,103 St (1),M,1,all,418.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
133,2023-01-07T17:00:00.000,R170,103 St (1),M,1,all,441.0,5.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
134,2023-01-05T08:00:00.000,R252,103 St (6),M,6,all,855.0,8.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
135,2023-01-23T05:00:00.000,R170,103 St (1),M,1,all,66.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
136,2023-01-18T00:00:00.000,H007,1 Av (L),M,L,all,143.0,1.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
137,2023-01-10T21:00:00.000,H007,1 Av (L),M,L,all,600.0,9.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
138,2023-01-17T07:00:00.000,R170,103 St (1),M,1,all,662.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
139,2023-01-18T15:00:00.000,H007,1 Av (L),M,L,all,1333.0,46.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
140,2023-01-23T22:00:00.000,R170,103 St (1),M,1,all,136.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
141,2023-01-30T13:00:00.000,H007,1 Av (L),M,L,all,531.0,11.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
142,2023-01-02T15:00:00.000,H007,1 Av (L),M,L,all,958.0,8.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
143,2023-01-10T15:00:00.000,H007,1 Av (L),M,L,all,1366.0,19.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
144,2023-01-06T01:00:00.000,R252,103 St (6),M,6,all,15.0,0.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
145,2023-01-01T07:00:00.000,H007,1 Av (L),M,L,all,88.0,2.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
146,2023-01-14T03:00:00.000,R170,103 St (1),M,1,all,7.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
147,2023-01-03T20:00:00.000,R170,103 St (1),M,1,all,241.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
148,2023-01-14T21:00:00.000,H007,1 Av (L),M,L,all,3.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
149,2023-01-01T16:00:00.000,R170,103 St (1),M,1,all,349.0,6.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
150,2023-01-27T11:00:00.000,R170,103 St (1),M,1,all,466.0,4.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
151,2023-01-29T02:00:00.000,R170,103 St (1),M,1,all,12.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
152,2023-01-30T03:00:00.000,R170,103 St (1),M,1,all,8.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
153,2023-01-03T03:00:00.000,R170,103 St (1),M,1,all,3.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
154,2023-01-05T01:00:00.000,R170,103 St (1),M,1,all,12.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
155,2023-01-01T01:00:00.000,R170,103 St (1),M,1,all,103.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
156,2023-01-11T10:00:00.000,R170,103 St (1),M,1,all,389.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
157,2023-01-15T22:00:00.000,R170,103 St (1),M,1,all,180.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
158,2023-01-05T17:00:00.000,H007,1 Av (L),M,L,all,1515.0,37.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
159,2023-01-16T03:00:00.000,H007,1 Av (L),M,L,all,1.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
160,2023-01-21T02:00:00.000,R170,103 St (1),M,1,all,11.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
161,2023-01-25T09:00:00.000,R170,103 St (1),M,1,all,718.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
162,2023-01-03T09:00:00.000,R252,103 St (6),M,6,all,429.0,3.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
163,2023-01-25T22:00:00.000,H007,1 Av (L),M,L,all,518.0,2.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
164,2023-01-31T11:00:00.000,R170,103 St (1),M,1,all,379.0,7.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
165,2023-01-18T22:00:00.000,R170,103 St (1),M,1,all,135.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
166,2023-01-27T13:00:00.000,H007,1 Av (L),M,L,all,815.0,16.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
167,2023-01-07T16:00:00.000,H007,1 Av (L),M,L,all,1138.0,22.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
168,2023-01-03T00:00:00.000,R252,103 St (6),M,6,all,28.0,0.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
169,2023-01-12T02:00:00.000,H007,1 Av (L),M,L,all,28.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
170,2023-01-04T08:00:00.000,R252,103 St (6),M,6,all,822.0,8.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
171,2023-01-28T01:00:00.000,R170,103 St (1),M,1,all,24.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
172,2023-01-24T01:00:00.000,R170,103 St (1),M,1,all,11.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
173,2023-01-23T02:00:00.000,H007,1 Av (L),M,L,all,1.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
174,2023-01-31T10:00:00.000,H007,1 Av (L),M,L,all,751.0,26.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
175,2023-01-12T19:00:00.000,H007,1 Av (L),M,L,all,1048.0,13.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
176,2023-01-22T10:00:00.000,R170,103 St (1),M,1,all,378.0,1.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
177,2023-01-07T05:00:00.000,H007,1 Av (L),M,L,all,49.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
178,2023-01-04T22:00:00.000,R170,103 St (1),M,1,all,135.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
179,2023-01-09T00:00:00.000,H007,1 Av (L),M,L,all,102.0,1.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
180,2023-01-23T18:00:00.000,H007,1 Av (L),M,L,all,1345.0,20.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
181,2023-01-31T17:00:00.000,H007,1 Av (L),M,L,all,1455.0,38.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
182,2023-01-03T04:00:00.000,H007,1 Av (L),M,L,all,28.0,1.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
183,2023-01-21T17:00:00.000,R170,103 St (1),M,1,all,526.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
184,2023-01-04T17:00:00.000,R252,103 St (6),M,6,all,848.0,5.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
185,2023-01-16T08:00:00.000,H007,1 Av (L),M,L,all,384.0,9.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
186,2023-01-26T05:00:00.000,H007,1 Av (L),M,L,all,88.0,0.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
187,2023-01-24T11:00:00.000,H007,1 Av (L),M,L,all,695.0,13.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
188,2023-01-02T13:00:00.000,R170,103 St (1),M,1,all,423.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
189,2023-01-20T13:00:00.000,R170,103 St (1),M,1,all,451.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
190,2023-01-12T22:00:00.000,R170,103 St (1),M,1,all,176.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
191,2023-01-26T20:00:00.000,R170,103 St (1),M,1,all,394.0,4.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
192,2023-01-19T23:00:00.000,R170,103 St (1),M,1,all,84.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
193,2023-01-14T09:00:00.000,R170,103 St (1),M,1,all,297.0,2.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
194,2023-01-11T11:00:00.000,H007,1 Av (L),M,L,all,593.0,13.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
195,2023-01-06T11:00:00.000,R252,103 St (6),M,6,all,348.0,1.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
196,2023-01-10T19:00:00.000,R170,103 St (1),M,1,all,320.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
197,2023-01-17T06:00:00.000,R170,103 St (1),M,1,all,216.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
198,2023-01-01T20:00:00.000,H007,1 Av (L),M,L,all,431.0,6.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
199,2023-01-19T13:00:00.000,R170,103 St (1),M,1,all,452.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
200,2023-01-28T14:00:00.000,H007,1 Av (L),M,L,all,1413.0,23.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
201,2023-01-27T18:00:00.000,H007,1 Av (L),M,L,all,1679.0,25.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
202,2023-01-06T06:00:00.000,R170,103 St (1),M,1,all,171.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
203,2023-01-09T13:00:00.000,H007,1 Av (L),M,L,all,669.0,10.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
204,2023-01-07T03:00:00.000,R252,103 St (6),M,6,all,9.0,0.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
205,2023-01-01T13:00:00.000,R170,103 St (1),M,1,all,405.0,3.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
206,2023-01-07T09:00:00.000,R252,103 St (6),M,6,all,948.0,6.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
207,2023-01-28T21:00:00.000,H007,1 Av (L),M,L,all,998.0,15.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
208,2023-01-19T18:00:00.000,R170,103 St (1),M,1,all,528.0,4.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
209,2023-01-24T07:00:00.000,H007,1 Av (L),M,L,all,981.0,18.0,40.730953,-73.98163,"{'type': 'Point', 'coordinates': [-73.98163, 40.730953]}"
210,2023-01-06T08:00:00.000,R252,103 St (6),M,6,all,693.0,5.0,40.7906,-73.94748,"{'type': 'Point', 'coordinates': [-73.94748, 40.7906]}"
211,2023-01-19T05:00:00.000,R170,103 St (1),M,1,all,61.0,0.0,40.799446,-73.968376,"{'type': 'Point', 'coordinates': [-73.968376, 40.799446]}"
